GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "42000","Pennsylvania",2,SAGDP2N,1,"...","All industry total ","Millions of current dollars",357525.6,373515.0,391136.1,409330.2,428463.7,440887.5,460478.3,486384.5,510763.9,528771.2,563238.6,586886.6,581219.9,604629.6,623767.9,646434.3,670767.4,695546.6,716534.3,733165.9,754318.0,780620.7,803078.0,777427.1,844391.6,911813.3,965066.8
 "42000","Pennsylvania",2,SAGDP2N,2,"..."," Private industries ","Millions of current dollars",319392.7,334002.6,350060.1,366478.8,382417.1,392141.5,409198.8,432099.8,454450.5,470224.9,501791.3,523203.0,516087.4,538016.0,557650.9,580587.9,602283.2,626131.6,645446.0,660824.2,681400.8,705483.3,726202.9,700349.1,765727.7,830226.3,879883.5
 "42000","Pennsylvania",2,SAGDP2N,3,"11","  Agriculture, forestry, fishing and hunting ","Millions of current dollars",2204.5,2315.1,2190.7,2535.6,2490.7,2073.3,2634.2,3282.8,3099.1,3041.9,3257.9,3083.8,2564.8,3011.2,3611.7,3752.0,4192.4,4578.5,3692.3,2978.6,3615.1,3275.1,3442.3,2898.4,4191.5,5594.8,4490.0
 "42000","Pennsylvania",2,SAGDP2N,4,"111-112","   Farms ","Millions of current dollars",1734.5,1856.7,1724.9,2018.9,1970.3,1580.3,2109.4,2710.5,2499.2,2367.1,2662.0,2489.1,1986.2,2407.5,3007.3,3131.8,3550.3,3868.5,2943.7,2212.4,2834.7,2463.8,2642.8,2100.6,3372.6,4673.9,(NA)
 "42000","Pennsylvania",2,SAGDP2N,5,"113-115","   Forestry, fishing, and related activities ","Millions of current dollars",470.0,458.4,465.9,516.7,520.4,493.0,524.7,572.3,600.0,674.7,595.8,594.7,578.6,603.7,604.4,620.2,642.1,710.1,748.6,766.3,780.4,811.3,799.5,797.8,818.9,920.8,(NA)
 "42000","Pennsylvania",2,SAGDP2N,6,"21","  Mining, quarrying, and oil and gas extraction ","Millions of current dollars",1799.6,2113.2,2018.0,2121.6,2192.2,2094.6,2385.7,2753.0,3596.3,4205.2,5201.8,6119.5,6468.8,8509.9,11139.6,11925.1,11470.5,14981.3,10349.8,7915.4,9862.3,10792.0,9973.6,7244.4,13037.0,17862.2,13005.7
 "42000","Pennsylvania",2,SAGDP2N,7,"211","   Oil and gas extraction ","Millions of current dollars",195.5,188.6,205.5,292.3,232.1,249.4,344.1,428.0,571.9,576.7,717.1,1447.9,1615.5,2793.3,4299.8,5462.6,5430.0,8164.4,4883.8,4404.0,5086.8,5059.4,4343.8,3143.1,8448.7,11690.8,(NA)
 "42000","Pennsylvania",2,SAGDP2N,8,"212","   Mining (except oil and gas) ","Millions of current dollars",1490.7,1801.9,1699.4,1682.5,1756.5,1657.1,1811.0,2028.5,2616.0,2948.8,3503.8,3662.3,3848.2,4048.4,4251.2,3715.7,3115.6,2822.6,2585.3,2076.6,2345.3,2341.2,2451.6,2226.8,2670.4,3924.1,(NA)
 "42000","Pennsylvania",2,SAGDP2N,9,"213","   Support activities for mining ","Millions of current dollars",113.4,122.7,113.1,146.9,203.5,188.2,230.6,296.5,408.4,679.6,980.9,1009.4,1005.1,1668.1,2588.6,2746.8,2924.9,3994.3,2880.7,1434.8,2430.2,3391.4,3178.2,1874.4,1917.8,2247.3,(NA)
 "42000","Pennsylvania",2,SAGDP2N,10,"22","  Utilities ","Millions of current dollars",7875.4,7578.6,8220.5,8262.2,9248.6,8846.5,8797.1,8998.5,8836.1,9543.2,10059.7,10115.4,10918.9,11894.5,12465.2,11772.9,11858.5,12272.6,12613.0,12773.8,12536.3,12444.1,12551.5,12567.5,14203.5,15052.9,14392.8
 "42000","Pennsylvania",2,SAGDP2N,11,"23","  Construction ","Millions of current dollars",13214.7,13930.8,15551.7,16909.7,18312.9,18816.6,19560.3,20254.3,21672.6,23098.7,23865.9,23143.7,19974.6,21203.7,22549.3,23150.7,24041.4,25662.9,27187.8,28198.3,30059.4,31317.6,33092.8,30965.3,33397.2,34900.4,37923.5
 "42000","Pennsylvania",2,SAGDP2N,12,"31-33","  Manufacturing ","Millions of current dollars",69254.2,71585.1,72268.6,75131.9,74262.8,74654.8,73715.8,71809.6,72718.2,76554.7,77579.0,77576.6,73397.6,73486.4,73883.5,75383.9,79800.7,85437.6,85246.5,83091.2,86996.0,87745.5,90389.3,85790.5,91563.0,103818.6,109730.6
 "42000","Pennsylvania",2,SAGDP2N,13,"321,327-339","   Durable goods manufacturing ","Millions of current dollars",35348.4,35577.5,35669.4,37565.0,33255.5,31909.9,31393.9,34475.7,36820.4,40066.2,39672.8,40983.9,35285.6,36670.0,39823.4,40210.6,42153.3,41287.2,41406.0,39144.1,42628.5,44329.0,44960.1,40683.1,41191.8,47366.7,51239.4
