GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "34000","New Jersey",2,SAGDP9N,1,"...","All industry total ","Millions of chained 2017 dollars",454064.1,461237.3,477827.9,503901.5,509631.5,517752.2,529815.9,536174.0,546357.8,555211.0,560823.8,573202.7,546362.2,554764.4,548479.3,560729.7,570952.4,570696.4,581414.9,587049.7,590086.7,606892.2,617110.7,595973.4,629011.3,646731.3,656480.3
 "34000","New Jersey",2,SAGDP9N,2,"..."," Private industries ","Millions of chained 2017 dollars",393467.0,400025.5,416096.9,440778.2,445032.9,451706.0,462349.2,467626.0,476878.5,486670.9,491522.9,503028.4,476736.3,486122.1,482886.5,496478.1,505817.1,505730.9,518092.5,525108.1,527401.1,543970.7,553849.2,535650.3,569059.7,585785.0,595365.0
 "34000","New Jersey",2,SAGDP9N,3,"11","  Agriculture, forestry, fishing and hunting ","Millions of chained 2017 dollars",625.6,642.0,657.4,867.5,741.5,827.2,805.7,766.9,876.0,1028.1,821.4,730.6,927.8,797.2,699.3,690.9,645.3,654.7,852.6,981.9,936.9,949.7,1130.1,1064.3,945.9,883.2,1104.9
 "34000","New Jersey",2,SAGDP9N,4,"111-112","   Farms ","Millions of chained 2017 dollars",430.0,472.4,475.5,658.1,528.9,610.4,588.9,566.5,685.3,814.2,626.8,543.8,692.9,592.6,500.5,480.1,454.7,447.2,606.6,684.6,622.1,622.6,808.2,744.4,625.6,570.0,(NA)
 "34000","New Jersey",2,SAGDP9N,5,"113-115","   Forestry, fishing, and related activities ","Millions of chained 2017 dollars",194.5,162.3,175.2,200.8,207.1,207.9,208.9,191.1,170.7,189.8,178.8,177.3,222.4,194.0,194.1,212.7,189.2,212.8,247.1,298.7,314.8,326.9,326.6,322.6,323.7,321.3,(NA)
 "34000","New Jersey",2,SAGDP9N,6,"21","  Mining, quarrying, and oil and gas extraction ","Millions of chained 2017 dollars",420.4,514.4,556.4,624.0,567.2,483.9,453.6,479.2,471.4,412.4,430.6,261.7,310.0,230.2,196.3,236.9,387.3,276.3,407.2,590.4,359.6,303.2,465.9,428.3,419.2,352.0,300.5
 "34000","New Jersey",2,SAGDP9N,7,"211","   Oil and gas extraction ","Millions of chained 2017 dollars",5.7,4.2,3.9,3.9,1.9,6.2,3.4,7.4,13.0,6.0,7.2,4.6,22.2,8.6,5.4,6.5,5.5,6.2,17.2,133.5,26.5,15.4,67.7,34.5,13.4,7.4,(NA)
 "34000","New Jersey",2,SAGDP9N,8,"212","   Mining (except oil and gas) ","Millions of chained 2017 dollars",441.5,546.9,592.4,660.5,595.7,482.5,470.7,487.7,449.9,410.7,432.9,252.6,254.1,200.3,168.3,207.5,359.1,242.6,351.2,417.7,292.5,246.6,339.2,340.6,354.8,299.0,(NA)
 "34000","New Jersey",2,SAGDP9N,9,"213","   Support activities for mining ","Millions of chained 2017 dollars",5.8,5.4,5.7,8.8,12.8,19.8,11.2,10.4,18.3,16.4,11.0,15.9,21.6,18.7,23.9,23.6,27.5,28.5,36.5,48.4,40.7,42.3,58.6,42.0,34.0,35.2,(NA)
 "34000","New Jersey",2,SAGDP9N,10,"22","  Utilities ","Millions of chained 2017 dollars",9713.2,9052.9,10404.8,9479.6,7776.8,7682.3,7928.6,9359.1,8630.7,8469.1,8856.3,9639.1,9468.6,9915.9,9670.4,9624.0,10240.5,10551.7,10984.9,10183.1,9501.6,9586.0,9210.8,10358.5,10417.0,8836.3,8884.5
 "34000","New Jersey",2,SAGDP9N,11,"23","  Construction ","Millions of chained 2017 dollars",25426.6,25402.9,26139.6,28214.8,28225.3,27739.5,27334.0,27758.9,26852.7,25748.0,24639.0,22889.9,20073.1,18560.2,18400.7,20017.1,21201.7,21285.3,21526.3,21242.1,21117.5,20977.7,21263.5,20256.7,20905.6,18982.0,19278.1
 "34000","New Jersey",2,SAGDP9N,12,"31-33","  Manufacturing ","Millions of chained 2017 dollars",55105.4,52636.7,57007.8,61307.8,59380.2,55829.7,59415.1,57299.7,54168.9,56693.7,58918.9,62551.2,51492.1,52993.8,47404.8,44542.8,44779.4,46346.9,44964.8,48875.0,46725.3,54211.3,54277.0,52729.4,52782.7,52798.3,52586.2
 "34000","New Jersey",2,SAGDP9N,13,"321,327-339","   Durable goods manufacturing ","Millions of chained 2017 dollars",9523.4,10175.7,10867.8,13497.5,12784.8,12237.3,13447.6,13087.6,13115.8,14065.7,14304.1,15907.4,14062.8,14449.1,14420.1,13923.2,14355.8,13728.9,14706.3,15379.9,16684.4,19451.9,18199.9,16276.1,17523.0,17602.1,17850.2
 "34000","New Jersey",2,SAGDP9N,14,"321","    Wood product manufacturing ","Millions of chained 2017 dollars",246.1,325.5,227.6,293.8,277.8,295.2,289.7,257.3,280.0,268.6,292.8,292.8,214.9,192.5,185.9,171.5,167.6,134.3,163.6,182.8,193.1,168.4,196.4,183.5,133.7,130.3,(NA)
